Result Name,Composition name at execution time,Path,Status,Start,End,Effective Start,Total Time,Virtual Users,Clips,Error Clips,Transactions,Pages,Groups,Chains,Messages,Sent Count,Error Messages,Total Response Time,Max Response Time,Min Response Time,Total TTFB,Total TTLB,Bytes Received,Bytes Sent,App Actions,Error App Actions,Database Actions,Error Database Actions,Browser Actions,Error Browser Actions,Checkpoints,Controls,Delays,Ifs,Nops,Scripts,Error Scripts,UI Automation Scripts,Error UI Automation Scripts,Switches,Events,Status
Result from Tue May 03 13:18:19 PDT 2016,Pro-BA-ETOV-Overnight,/Stoke - Ticketmaster Pro/Overnight Tests/Comps/Pro-BA-ETOV-Overnight,Completed,03-May-2016 21:18:19,03-May-2016 21:25:16,03-May-2016 21:18:27,416843,113,113,0,1130,2373,113,0,8012,7786,0,1908428,49138,5,1869178,1906500,303115400,8297494,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,0,0,24,Composition completed.
